Adamowa Kjarcma	PLACE_51.59871,14.59085
mochliski	PLACE_52.0038,14.33327
mochojski	PLACE_51.97799,14.18929
mokrojski	PLACE_52.06591,14.43303
mokrowcański	PLACE_52.04199,14.42263
mrocański	PLACE_52.08992,13.9927
mrocny	PLACE_52.08992,13.9927
mukwaŕski	PLACE_51.68369,14.02287
murjojski	PLACE_51.54855,13.92898
muschyn	PLACE_51.81389,14.13274
muski z Bad Schandau	PLACE_
muski z Lauchhammera	PLACE_51.48813,13.76623
mułkojski	PLACE_
mužakojski	PLACE_
myschyn	PLACE_51.81389,14.13274
myšyński	PLACE_51.81389,14.13274
módłański	PLACE_51.72478,14.33299
mólinski	PLACE_52.17012,14.03035
mósćański	PLACE_51.81986,14.5074
měrcojski	PLACE_52.19862,14.34514
młoźeński	PLACE_51.77459,13.95579
naseńcki	PLACE_51.7291,14.14724
naźejeski	PLACE_51.61667,13.71667
niwicański	PLACE_51.93626,13.78162
niwiski	PLACE_51.93626,13.78162
nišćański	PLACE_
njabodojski	PLACE_51.66667,14.08333
njabožkojski	PLACE_51.81955,14.09978
njacyński	PLACE_51.98472,13.9741
njagluski	PLACE_51.98256,14.2196
njagluzański	PLACE_51.98256,14.2196
njamorojski	PLACE_51.69358,14.17609
njeźichojski	PLACE_
nosydłojski	PLACE_51.72174,14.61471
nowocalański	PLACE_52.09016,14.64804
nowodarbniski	PLACE_51.6578,14.01423
nowolubnjojski	PLACE_52.07571,13.89602
nowomósćański	PLACE_52.01409,14.21237
nowoniwański	PLACE_51.92757,14.08812
nowowicański	PLACE_51.608,14.16507
nowoškódojski	PLACE_52.091,13.92414
nowožytawski	PLACE_52.39006,13.73884
nowsański	PLACE_51.90883,13.8575
něgojcański	PLACE_51.63685,13.37148
ochranojski	PLACE_
otašojski	PLACE_51.85261,14.40226
palicański	PLACE_51.7193,13.64861
paliski	PLACE_51.7193,13.64861
paprotski	PLACE_51.62058,14.26556
parcojski	PLACE_51.53333,14.15
parskojski	PLACE_52.30141,13.633
paršćański	PLACE_52.30141,13.633
pełkojski	PLACE_51.86514,13.64759
picański	PLACE_51.85841,14.41138
pipanojski	PLACE_51.86327,14.50897
pjakłojski	PLACE_51.86891,13.5906
popojski	PLACE_51.78153,14.19983
potsdamski	PLACE_52.39886,13.06566
prašyski	PLACE_51.57374,14.49821
pricyński	PLACE_51.6468,14.07999
priza	PLACE_51.84048,14.09713
prizaŕski	PLACE_51.84048,14.09713
prizka	PLACE_51.84048,14.09713
prjawoski	PLACE_51.85228,14.24669
prožymski	PLACE_51.55136,14.18836
pynojski	PLACE_51.97938,14.53697
pódgola	PLACE_51.74152,14.21633
pódgolański	PLACE_51.74152,14.21633
pódmoklański	PLACE_51.78333,13.83333
pódstupimski	PLACE_52.39886,13.06566
pólicański	PLACE_52.18414,14.57804
póliski	PLACE_52.18414,14.57804
póžarinski	PLACE_51.861,13.62546
pěscyński	PLACE_51.87368,13.58606
pěskojski	PLACE_51.89025,14.30474
pětšojski	PLACE_52.31401,14.06592
pěśdubojski	PLACE_52.14413,14.53251
pěšćański	PLACE_51.67676,13.68289
pśemysłojski	PLACE_52.16185,14.09099
pśiborojski	PLACE_52.36067,14.06185
pśibrjogojski	PLACE_52.1455,14.67224
pśiłucański	PLACE_51.88385,14.41648
pśiłucki	PLACE_51.88385,14.41648
pśěrojski	PLACE_51.97752,13.6243
pśěrowcański	PLACE_52.22398,13.77078
pšyński	PLACE_51.7274,14.04983
radochlicański	PLACE_51.65438,13.99768
radochlize	PLACE_51.65438,13.99768
radojski	PLACE_51.61069,14.30101
radomski	PLACE_51.94243,13.98123
radowański	PLACE_51.72208,13.83596
radowašojski	PLACE_51.65139,14.17654
radowis	PLACE_51.61069,14.30101
radowiski	PLACE_51.8353,14.50715
radušański	PLACE_51.81811,14.0403
radušańskomłyński	PLACE_51.83481,14.04726
radušcański	PLACE_51.63703,14.2823
radyńkojski	PLACE_52.2105,14.27073
radyński	PLACE_51.86945,13.87961
radłojski	PLACE_52.23342,14.05217
radšojski	PLACE_52.06667,14.75
rajcański	PLACE_51.56667,14.31667
rakecański	PLACE_
rakojski	PLACE_52.23071,14.59107
rampušański	PLACE_51.68612,14.2991
rasmanojski	PLACE_52.2577,14.25623
rańchojski	PLACE_51.93733,13.85793
rański	PLACE_51.5876,14.01093
rańšojski	PLACE_51.6935,14.04177
rašyński	PLACE_52.18972,14.53045
rikowałdski	PLACE_51.95055,13.71921
rjasnicki	PLACE_51.80121,14.59997
rjasniski	PLACE_52.03489,14.15794
rjašćański	PLACE_51.64738,14.65864
rogeński	PLACE_51.73845,14.36608
rogojski	PLACE_51.80564,14.54693
rogozański	PLACE_51.81063,14.38535
rogoznicki	PLACE_51.70428,14.46145
rolański	PLACE_51.45755,13.86643
rowniski	PLACE_52.33227,14.02797
rubyński	PLACE_51.7987,14.22003
rudnicański	PLACE_52.13128,14.32551
rudniski	PLACE_52.13128,14.32551
rudojski	PLACE_51.86118,13.81458
rudyński	PLACE_51.75581,14.00618
ruhlandski	PLACE_51.45755,13.86643
rukojski	PLACE_51.51826,13.39459
ruśański	PLACE_51.59059,14.5266
rybnikojski	PLACE_51.59602,13.61214
rychartojski	PLACE_52.02815,14.46453
rychbachski	PLACE_51.96321,14.67923
rydański	PLACE_51.66579,13.82615
rěcański	PLACE_52.21613,14.00845
rědoŕski	PLACE_51.68288,14.07971
rěpišćański	PLACE_51.53831,14.02106
rěpkojski	PLACE_52.28347,13.90663
rězakojski	PLACE_51.88448,14.14653
sakski	PLACE_
saksojski	PLACE_
sedlišćański	PLACE_51.55107,14.05905
sekadłojski	PLACE_51.99668,14.1175
semtyński	PLACE_52.01349,14.63811
sibiriski	PLACE_51.56652,14.18937
skarbišojski	PLACE_
skjarbošcański	PLACE_51.68846,14.27498
skulinski	PLACE_52.05773,14.11033
slopišćański	PLACE_52.03333,13.9
slěpjański	PLACE_
smaržojski	PLACE_51.68905,14.57956
smogorjański	PLACE_51.85104,14.21325
smogorjojski	PLACE_51.85104,14.21325
sokolnicański	PLACE_51.85147,13.56643
sokolniski	PLACE_51.85147,13.56643
sosnjański	PLACE_52.216,13.44909
sowjański	PLACE_51.55,13.96667
sprugojski	PLACE_51.94797,14.67602
spěcharjojski	PLACE_52.03597,14.22078
starodarbniski	PLACE_51.65,14.03333
starogólišyński	PLACE_51.97061,13.56303
staroniwański	PLACE_51.91679,14.01494
staroškódojski	PLACE_52.12175,13.94993
stańšojski	PLACE_51.83807,13.92576
stobricański	PLACE_51.84706,13.8279
stokojski	PLACE_51.98374,14.41077
stoporsčański	PLACE_51.53371,13.67029
storkojski	PLACE_52.25662,13.93337
strjažojski	PLACE_51.8287,14.2603
strobicański	PLACE_51.75743,14.30384
strobickojski	PLACE_51.74576,14.29214
stuźonkojski	PLACE_51.93382,14.67581
stśegojski	PLACE_52.05893,14.64975
stśěgańcański	PLACE_52.20222,13.83714
suchogózdźański	PLACE_51.58749,14.06242
suchojski	PLACE_51.92403,13.70223
sulimirojski	PLACE_51.85282,13.66429
swětojski	PLACE_51.68702,13.96281
swětłojski	PLACE_51.59755,13.7781
syjański	PLACE_51.57292,14.4732
sykojski	PLACE_51.89307,13.64416
synjeński	PLACE_51.79195,13.84812
sypicański	PLACE_51.93967,13.74338
sćiwojski	PLACE_51.76667,13.8
sławkojski	PLACE_51.9128,14.68234
słomjeński	PLACE_51.56668,14.38705
tarnojski	PLACE_51.74213,14.10329
tarpjański	PLACE_51.8824,13.84388
terpjański	PLACE_51.53085,14.30852
torgawski	PLACE_
tornojski	PLACE_52.1133,13.62166
trjebejcański	PLACE_51.67476,14.53576
trjebicański	PLACE_51.6,13.43333
trjebincański	PLACE_51.76794,13.70046
trjebinski	PLACE_
trjebulski	PLACE_52.07976,14.54539
tuchojski	PLACE_52.15,14.16667
tugomski	PLACE_51.74842,13.83274
tupcański	PLACE_52.12967,13.6196
turjański	PLACE_51.9,14.45
turnojski	PLACE_51.87281,14.39228
tłukomski	PLACE_51.81685,13.9032
tśěšojski	PLACE_51.69321,14.62646
tšadojski	PLACE_51.6,14.3
tšawnicański	PLACE_51.76667,14.46667
tšawniski	PLACE_51.76667,14.46667
tšuckojski	PLACE_51.62337,14.29563
tšumjeński	PLACE_52.13029,14.16292
tšupcański	PLACE_51.91357,14.12275
waldojski	PLACE_51.96206,14.13172
waninkojski	PLACE_51.78664,13.77107
wanojski	PLACE_51.75571,13.61609
wałtarjejski	PLACE_51.82036,13.64861
wend. Sorno	PLACE_51.55,14.1
wernarjejski	PLACE_52.3691,13.70295
wichmanojski	PLACE_52.08318,14.35027
wikojski	PLACE_51.46043,13.52001
witanojski	PLACE_51.84032,13.69256
wiłojski	PLACE_51.75461,14.61651
wjascański	PLACE_51.59441,14.39845
wjelcański	PLACE_51.58381,14.17082
wjelchnojski	PLACE_51.72865,13.97044
wjelikobóžemyslański	PLACE_51.69448,14.70932
wjelikochmjelniski	PLACE_51.37901,13.72501
wjelikodobryński	PLACE_51.65152,14.32977
wjelikodrjejcański	PLACE_52.00348,14.59051
wjelikokólcański	PLACE_51.63815,14.60134
wjelikokšušwicański	PLACE_51.73224,13.62708
wjelikokšušwiski	PLACE_51.73224,13.62708
wjelikolibicański	PLACE_51.96441,14.2448
wjelikolinjański	PLACE_51.99695,14.0636
wjelikolubocański	PLACE_51.96988,13.83289
wjelikowóseńcki	PLACE_51.6783,14.35921
wjelmicański	PLACE_52.06579,14.70898
wjerbański	PLACE_51.81667,14.18333
wjerchojski	PLACE_51.77818,13.31944
wjerchowniski	PLACE_51.7255,13.95549
wobsedaŕski	PLACE_51.83239,14.14857
wochojski	PLACE_52.22596,13.90379
wochozański	PLACE_
wopaleński	PLACE_51.55493,13.59441
wormlaski	PLACE_51.60438,13.9032
wołobuski	PLACE_51.58138,14.09392
wulkoždźarojski	PLACE_
wusocki	PLACE_51.77081,14.55598
wusokobukojski	PLACE_51.76667,13.46667
wusokomósćański	PLACE_52.09576,13.90481
wylemojski	PLACE_51.58333,14.38333
wódrinski	PLACE_52.07455,13.72508
wólskojski	PLACE_52.26732,13.83756
wólšnicański	PLACE_51.96474,14.65343
wólšniski	PLACE_51.96474,14.65343
wólšyński	PLACE_51.6791,14.30691
wórjejcański	PLACE_
wórjejski	PLACE_
wórlicański	PLACE_51.52661,13.94655
wósecański	PLACE_51.66733,13.62971
wóseńcki	PLACE_51.69989,14.27919
wósnojski	PLACE_52.06439,14.57043
wótšojski	PLACE_51.87439,14.00854
wótšowašański	PLACE_51.93416,14.62546
wótšowcański	PLACE_51.79887,13.96985
wótšowski	PLACE_51.87439,14.00854
wózwjerchojski	PLACE_51.927,14.05041
wóškalawski	PLACE_51.80768,14.00867
wóškojski	PLACE_51.61195,14.04807
wěcsławjański	PLACE_52.31263,13.78513
wětošojski	PLACE_51.78638,14.07941
z Bad Schandau	PLACE_
zabrodski	PLACE_
zabroźański	PLACE_
zagóricański	PLACE_51.94039,13.62195
zagórinski	PLACE_51.7112,13.63206
zagóriski	PLACE_51.94039,13.62195
zajězdźański	PLACE_52.13335,14.26853
zakaznjański	PLACE_51.8651,14.19721
zakrjejcański	PLACE_51.61213,14.49177
zakrjojski	PLACE_51.591,14.45808
zarojski	PLACE_52.28333,14.06667
zarěcański	PLACE_51.74564,13.91961
zaspicki	PLACE_51.78809,14.35408
zasrjejski	PLACE_51.55,14.11667
zasłomjeński	PLACE_51.75912,13.98655
zawalski	PLACE_52.07364,14.18123
załgozdźański	PLACE_51.5887,13.84861
załužański	PLACE_51.5935,13.92532
zelenogózdźański	PLACE_51.97469,14.70052
zelezyński	PLACE_51.60654,14.40007
zglicański	PLACE_52.0089,14.08177
zgórjelski	PLACE_
změšojski	PLACE_51.73404,13.82718
změšowkojski	PLACE_51.73889,13.85032
zušojski	PLACE_51.79943,14.0923
zwěnojski	PLACE_52.14171,14.04485
zwěrinski	PLACE_52.19278,13.87683
złykomorojski	PLACE_51.52517,14.00164
Ölsnig	PLACE_51.6791,14.30691
Čelno	PLACE_
Čornochołmcaŕ	PLACE_
Čornochołmcaŕka	PLACE_
Čorny Chołmc	PLACE_
Čorny Khołmc	PLACE_
čornochołmcański	PLACE_
Łakoma	PLACE_51.79579,14.38179
Łakomaŕ	PLACE_51.79579,14.38179
Łakomaŕka	PLACE_51.79579,14.38179
Łakomej	PLACE_51.79579,14.38179
Łaz	PLACE_
Łazanaŕ	PLACE_
Łazanaŕka	PLACE_
Łazaŕ	PLACE_51.71337,14.08748
Łazaŕka	PLACE_51.71337,14.08748
Łazk	PLACE_52.0179,14.41047
Łobjo-Halštrow	PLACE_51.63389,13.44
Łoboźice	PLACE_51.76984,14.08293
Łojojc	PLACE_51.60726,14.50554
Łojojc Wudwór	PLACE_51.60658,14.51105
Łojojcanaŕ	PLACE_51.60726,14.50554
Łojojcanaŕka	PLACE_51.60726,14.50554
Łojow	PLACE_51.59781,14.44669
Łojowaŕ	PLACE_51.59781,14.44669
Łojowaŕka	PLACE_51.59781,14.44669
Łomnica	PLACE_52.25923,14.16028
Łuchow	PLACE_51.5,13.7667
Łuchowaŕ	PLACE_51.48813,13.76623
Łuchowaŕka	PLACE_51.48813,13.76623
Łucka	PLACE_52.11437,14.03064
Ług	PLACE_51.52739,14.01549
Ługaŕ	PLACE_51.63028,13.92957
Ługaŕka	PLACE_51.63028,13.92957
Łuka	PLACE_52.06663,14.09876
Łukajca	PLACE_51.67569,13.98567
Łukajcanaŕ	PLACE_51.67569,13.98567
Łukajcanaŕka	PLACE_51.67569,13.98567
Łukawica	PLACE_51.67569,13.98567
Łukojce	PLACE_51.6967,14.5533
Łukow	PLACE_51.85009,13.745
Łukowaŕ	PLACE_51.85245,13.70735
Łukowaŕka	PLACE_51.85245,13.70735
Łukowc	PLACE_52.08875,13.1638
Łukowica	PLACE_51.67569,13.98567
Łuta	PLACE_
Łutojska	PLACE_
Łutojski	PLACE_
Łutowaŕ	PLACE_
Łutowaŕka	PLACE_
Łuty	PLACE_
łakomski	PLACE_51.79579,14.38179
łazkojski	PLACE_52.0179,14.41047
łazojski	PLACE_
łoboźiski	PLACE_51.76984,14.08293
łojojcański	PLACE_51.60726,14.50554
łojojski	PLACE_51.59781,14.44669
łomniski	PLACE_52.25923,14.16028
łuchowaŕski	PLACE_51.48813,13.76623
łuckojski	PLACE_52.11437,14.03064
ługojski	PLACE_51.61086,13.59793
łukajcański	PLACE_51.67569,13.98567
łukojski	PLACE_51.85245,13.70735
łukowcański	PLACE_52.09029,13.16772
łutojski	PLACE_
Ńabodojce	PLACE_51.66667,14.08333
Ńabožkojce	PLACE_51.81955,14.09978
Ńacyna	PLACE_51.98472,13.9741
Ńagluz	PLACE_51.98256,14.2196
Ńamorojce	PLACE_51.69358,14.17609
Ńamoškojce	PLACE_51.81955,14.09978
Ńeměšk	PLACE_51.49298,13.98113
Ńewěš	PLACE_52.07553,14.22707
Ńewěšk	PLACE_52.07553,14.22707
Ńeźichow	PLACE_
Ŕasne	PLACE_52.03489,14.15794
Ŕasnik	PLACE_51.80121,14.59997
Ŕašćan	PLACE_51.64738,14.65864
Ŕašćany	PLACE_51.64738,14.65864
Ŕašćań	PLACE_51.64738,14.65864
Śerpšow	PLACE_51.76265,13.88554
Śerpšowaŕ	PLACE_51.76265,13.88554
Śerpšowaŕka	PLACE_51.76265,13.88554
Śimjerojce	PLACE_51.68984,14.60793
Śisa	PLACE_51.57989,14.58896
Śisanaŕ	PLACE_51.57989,14.58896
Śisanaŕka	PLACE_51.57989,14.58896
Śisej	PLACE_51.57989,14.58896
Śiḿerojce	PLACE_51.68984,14.60793
śerpšojski	PLACE_51.76265,13.88554
śisański	PLACE_51.57989,14.58896
Šachlejce	PLACE_51.61508,13.76184
Šandawa	PLACE_
Šaparic Młyn	PLACE_51.60646,13.89077
Šapaŕnja	PLACE_51.68588,14.29937
Šapaŕska Góra	PLACE_51.65713,14.36126
Šawlica	PLACE_51.88096,13.71394
Šejkow	PLACE_51.54555,13.91208
Šejkowaŕ	PLACE_51.51766,13.89738
Šejkowaŕka	PLACE_51.51766,13.89738
Šejnejda	PLACE_51.94102,14.44896
Šejnejdaŕ	PLACE_51.94102,14.44896
Šejnejdaŕka	PLACE_51.94102,14.44896
Šekojce	PLACE_51.93083,13.55556
Šelnica	PLACE_51.66382,13.99153
Šelnice	PLACE_51.66382,13.99153
Šenki	PLACE_51.56189,14.34257
Šenkojce	PLACE_51.94968,13.47429
Šerpšow	PLACE_51.76265,13.88554
Škodow	PLACE_51.80329,14.35291
Škódow	PLACE_51.80329,14.35291
Škódowaŕ	PLACE_51.80329,14.35291
Škódowaŕka	PLACE_51.80329,14.35291
Škŕoki	PLACE_51.87351,14.28355
Šlichow	PLACE_51.76184,14.41437
Šlichowaŕ	PLACE_51.76184,14.41437
Šlichowaŕka	PLACE_51.76184,14.41437
Šmaržojce	PLACE_51.68905,14.57956
Šmaržow	PLACE_51.68905,14.57956
Šosejaŕnja	PLACE_51.61184,14.02082
Šprjejcanaŕ	PLACE_
Šprjejcanaŕka	PLACE_
Šprjejcy	PLACE_
Šprukow	PLACE_51.94797,14.67602
Šprukowa	PLACE_51.94797,14.67602
Šrěbice	PLACE_52.03885,14.32742
Štotup	PLACE_51.86667,13.96667
Štotupk	PLACE_
Šupice	PLACE_51.93967,13.74338
Šwikawa	PLACE_
Šwikawaŕ	PLACE_
Šwikawaŕka	PLACE_
Šwjeckowaŕka	PLACE_52.06607,14.62127
Šwjerckow	PLACE_52.06607,14.62127
Šwjerckowaŕ	PLACE_52.06607,14.62127
Šydłow	PLACE_51.6,13.3833
Šćańc	PLACE_51.4295,13.85939
Šćenjojce	PLACE_52.02599,14.67371
Šćeńc	PLACE_51.62778,14.21888
Šćeńcanaŕ	PLACE_51.62778,14.21888
Šćeńcanaŕka	PLACE_51.62778,14.21888
Šćeńojce	PLACE_51.86837,13.94583
Šẃerckow	PLACE_52.06607,14.62127
šachlejski	PLACE_51.61508,13.76184
šawlicański	PLACE_51.88096,13.71394
šawliski	PLACE_51.88096,13.71394
šejkojski	PLACE_51.51766,13.89738
šejnejdojski	PLACE_51.94102,14.44896
šekojski	PLACE_51.93083,13.55556
šenkojski	PLACE_51.56189,14.34257
škódojski	PLACE_51.80329,14.35291
šlichojski	PLACE_51.76184,14.41437
šprjejcański	PLACE_
štotupski	PLACE_51.86667,13.96667
šwikawski	PLACE_
šwjerckojski	PLACE_52.06607,14.62127
šydłojski	PLACE_51.6,13.38333
šćańcojski	PLACE_51.4295,13.85939
šćenjojski	PLACE_52.02599,14.67371
šćeńcański	PLACE_51.62778,14.21888
Źiwice	PLACE_51.67974,14.20247
Źiwizaŕ	PLACE_51.67974,14.20247
Źiwizaŕka	PLACE_51.67974,14.20247
Źiwize	PLACE_51.67974,14.20247
Źiwiśe	PLACE_51.67974,14.20247
Źiḿeŕojce	PLACE_51.68984,14.60793
Źělow	PLACE_52.1284,14.59138
Źěwin	PLACE_
Źěwinaŕ	PLACE_
Źěwinaŕka	PLACE_
Źěwink	PLACE_51.56493,14.61646
Źěwinkaŕ	PLACE_51.56493,14.61646
Źěwinkaŕka	PLACE_51.56493,14.61646
źiwiski	PLACE_51.67974,14.20247
źělojski	PLACE_52.1284,14.59138
źěwinkojski	PLACE_51.56493,14.61646
źěwinski	PLACE_
Żadow	PLACE_51.65105,13.89588
Żalgoscż	PLACE_51.5887,13.84861
Żargoṅ	PLACE_51.7023,14.50255
Żarnow	PLACE_51.56797,13.67029
Żarnow Sserski	PLACE_51.55,14.1
Żarnow baworski	PLACE_51.56797,13.67029
Żelm	PLACE_52.04468,13.5027
Żelnojze	PLACE_51.85317,13.84637
Żiwise	PLACE_51.67974,14.20247
Żroboĺże	PLACE_52.0839,14.16614
Żylȯw	PLACE_51.79932,14.30486
Żylȯwk	PLACE_51.77937,14.38484
Żymorojze	PLACE_51.68984,14.60793
Żytawa	PLACE_
Żytym	PLACE_51.70304,13.92042
Żéwink	PLACE_51.56493,14.61646
żyglȯwk	PLACE_51.79932,14.30486
żylȯw	PLACE_51.79932,14.30486
Žadow	PLACE_51.65105,13.89588
Žadowaŕ	PLACE_51.65105,13.89588
Žadowaŕka	PLACE_51.65105,13.89588
Žandawa	PLACE_
Žandawaŕ	PLACE_
Žandawaŕka	PLACE_
Žandow	PLACE_51.76102,14.35085
Žandowaŕ	PLACE_51.76102,14.35085
Žandowaŕka	PLACE_51.76102,14.35085
Žargonjaŕ	PLACE_51.7023,14.50255
Žargonjaŕka	PLACE_51.7023,14.50255
Žargoń	PLACE_51.7023,14.50255
Žarkow	PLACE_52.08156,14.22136
Žarnojske Budy	PLACE_51.57166,14.11015
Žarnow	PLACE_51.55,14.1
Žarnowaŕ	PLACE_51.55,14.1
Žarnowaŕka	PLACE_51.55,14.1
Žałborsć	PLACE_51.5887,13.84861
Žałgosć	PLACE_51.5887,13.84861
Žałuž	PLACE_51.5935,13.92532
Žałž	PLACE_51.5935,13.92532
Ždźark	PLACE_51.56168,13.89338
Ždźarki	PLACE_51.56168,13.89338
Ždźary	PLACE_
Želchow	PLACE_52.21472,13.87405
Železna	PLACE_51.60654,14.40007
Želm	PLACE_52.05,13.5
Želma	PLACE_52.05,13.5
Želmjanaŕ	PLACE_52.04468,13.5027
Želmjanaŕka	PLACE_52.04468,13.5027
Želnica	PLACE_51.66382,13.99153
Želnicaŕ	PLACE_51.66382,13.99153
Želnicaŕka	PLACE_51.66382,13.99153
Želnja	PLACE_51.38715,13.98421
Želnjojcaŕ	PLACE_51.85317,13.84637
Želnjojcaŕka	PLACE_51.85317,13.84637
Želnjojce	PLACE_51.85317,13.84637
Želnojce	PLACE_51.85317,13.84637
Želow	PLACE_52.5338,14.3811
Želowaŕ	PLACE_52.53392,14.38128
Želowaŕka	PLACE_52.53392,14.38128
Želńca	PLACE_51.66382,13.99153
Želḿ	PLACE_51.95801,13.54095
Žergoń	PLACE_51.7023,14.50255
Židźino	PLACE_
Žitawa	PLACE_
Žrakow	PLACE_51.71462,13.82293
Žrakowaŕ	PLACE_51.71462,13.82293
Žrakowaŕka	PLACE_51.71462,13.82293
Žrjobolce	PLACE_52.0839,14.16614
Žušow	PLACE_51.79943,14.0923
Žwěnow	PLACE_52.14171,14.04485
Žylow	PLACE_51.79932,14.30486
Žylowaŕ	PLACE_51.79932,14.30486
Žylowaŕka	PLACE_51.79932,14.30486
Žylowk	PLACE_51.77937,14.38484
Žylowkaŕ	PLACE_51.77937,14.38484
Žylowkaŕka	PLACE_51.77937,14.38484
Žymerojce	PLACE_51.68984,14.60793
Žymjerojcaŕ	PLACE_51.68984,14.60793
Žymjerojcaŕka	PLACE_51.68984,14.60793
Žymjerojce	PLACE_51.68984,14.60793
Žymorojce	PLACE_51.68984,14.60793
Žytawa	PLACE_
Žytawaŕ	PLACE_
Žytawaŕka	PLACE_
Žytcenjaŕ	PLACE_51.94965,13.64231
Žytcenjaŕka	PLACE_51.94965,13.64231
Žytceń	PLACE_51.94965,13.64231
Žytym	PLACE_51.70304,13.92042
Žytymjaŕ	PLACE_51.70304,13.92042
Žytymjaŕka	PLACE_51.70304,13.92042
Žytyn	PLACE_51.70304,13.92042
Žytyḿ	PLACE_51.70304,13.92042
Žyźinaŕ	PLACE_
Žyźinaŕka	PLACE_
Žyźinska	PLACE_
Žyźinski	PLACE_
Žyźiny	PLACE_
Žyḿerojce	PLACE_51.68984,14.60793
Žłobiny Doł	PLACE_
Žŕobolce	PLACE_52.0839,14.16614
žadojski	PLACE_51.65105,13.89588
žandawski	PLACE_
žandojski	PLACE_51.76102,14.35085
žargoński	PLACE_51.7023,14.50255
žarkojski	PLACE_52.08156,14.22136
žarnojski	PLACE_51.55,14.1
ždźarkojski	PLACE_51.56168,13.89338
želchojski	PLACE_52.21472,13.87405
želmjański	PLACE_52.04468,13.5027
želnicański	PLACE_51.66382,13.99153
želniski	PLACE_51.66382,13.99153
želnjojski	PLACE_51.85317,13.84637
želojski	PLACE_52.53392,14.38128
žeńska z Bad Schandau	PLACE_
žeńska z Lauchhammera	PLACE_51.48813,13.76623
žrakojski	PLACE_51.71462,13.82293
žrjobolcański	PLACE_52.0839,14.16614
žrjobolski	PLACE_52.0839,14.16614
žylojski	PLACE_51.79932,14.30486
žylowkojski	PLACE_51.77937,14.38484
žymjerojski	PLACE_51.68984,14.60793
žytawski	PLACE_
žytceński	PLACE_51.94965,13.64231
žytymski	PLACE_51.70304,13.92042
žyźinski	PLACE_
Ḃedrichojce	PLACE_51.5641,13.54402
Ṅabodojze	PLACE_51.66667,14.08333
Ṅaboschkojze	PLACE_51.81955,14.09978
Ṅamorojze	PLACE_51.69358,14.17609
Ṅamoschkojze	PLACE_51.81955,14.09978
Ṅazyna	PLACE_51.98472,13.9741
Ẃelca	PLACE_51.58381,14.17082
Ẃelcej	PLACE_51.58381,14.17082
Ẃelchna	PLACE_51.72865,13.97044
Ẃelchnej	PLACE_51.72865,13.97044
Ẃelika Kšušwica	PLACE_51.73224,13.62708
Ẃelike Chḿelny	PLACE_51.37901,13.72501
Ẃelike Dobryńe	PLACE_51.65152,14.32977
Ẃelike Dŕejce	PLACE_52.00348,14.59051
Ẃelike Lińe	PLACE_51.99695,14.0636
Ẃelike Lubolce	PLACE_51.96988,13.83289
Ẃelike Tšěšojce	PLACE_51.69321,14.62646
Ẃeliki Gósćeraz	PLACE_51.88293,14.65043
Ẃelmice	PLACE_52.06579,14.70898
Ẃerbno	PLACE_51.81667,14.18333
Ẃerchny Ług	PLACE_51.72127,13.41862
Ẃerchow	PLACE_51.77818,13.31944
Ẃerchowna	PLACE_51.7255,13.95549
Ẃerchowńa	PLACE_51.7255,13.95549
